File number,Character,Type,Line,Character ID,Type,shr,Value ,Base Value,,,
05957,Akane,Trial 3,...forcibly abducted her!,8,3,0,32,32,,,
05958,Akane,Trial 3,The girl was so small and weak lookin'.,8,3,0,33,33,,,
05959,Akane,Trial 3,And that's why the killer targeted her!,8,3,0,34,34,,,
05960,Akane,Trial 3,The killer was the one who locked the door!,8,3,0,35,35,,,
05961,Akane,Trial 3,So what if the key was in her kimono?,8,3,0,36,36,,,
05962,Akane,Trial 3,Maybe the killer just put it there later.,8,3,0,37,37,,,
05963,Akane,Trial 3,"Hold on, try remembering Hiyoko's body.",8,3,0,38,38,,,
05964,Akane,Trial 3,Her kimono was all messed up!,8,3,0,39,39,,,
05965,Akane,Trial 3,There's only one reason her kimono would be that messed up...,8,3,0,40,40,,,
05966,Akane,Trial 3,...she fought the killer!,8,3,0,41,41,,,
05967,Akane,Trial 3,"That's the proof she was abducted, right?",8,3,0,42,42,,,
05968,Akane,Trial 3,My gut is totally right after all!,8,3,0,43,43,,,
05969,Akane,Trial 3,Wear her kimono?,8,3,0,44,44,,,
05970,Akane,Trial 3,Then the reason her kimono was messed up wasn't because she fought the killer...,8,3,0,45,45,,,
05971,Akane,Trial 3,"I-I get it, I lost. Boil me, burn me, take off my clothes! Do whatever you want to me!",8,3,0,46,46,,,
05972,Akane,Trial 3,C-coincidence?,8,3,0,47,47,,,
05973,Akane,Trial 3,Huh? What are you talking about?,8,3,0,48,48,,,
05974,Akane,Trial 3,Huh? There weren't?,8,3,0,49,49,,,
05975,Akane,Trial 3,What do you mean?,8,3,0,50,50,,,
05976,Akane,Trial 3,"That means, you should've realized that from the start and made this easier on all of us.",8,3,0,51,51,,,
05977,Akane,Trial 3,But the hospital and the music venue look completely different.,8,3,0,52,52,,,
05978,Akane,Trial 3,I still can't believe he mixed up the filming locations...,8,3,0,53,53,,,
05979,Akane,Trial 3,"Hajime, you're pretty stupid!",8,3,0,54,54,,,
05980,Akane,Trial 3,"Matching floors, matching curtains... I guess it makes sense you'd mistake the two.",8,3,0,55,55,,,
05981,Akane,Trial 3,"Umm, if Ibuki's hanging video was filmed at the hospital's conference room...",8,3,0,56,56,,,
05982,Akane,Trial 3,...then was Ibuki killed at the conference room too?,8,3,0,57,57,,,
05983,Akane,Trial 3,"H-hey, don't you think that's kinda impossible?",8,3,0,58,58,,,
05984,Akane,Trial 3,"A chick like her is the killer? She couldn't even kill a fly. In fact, the fly would probably kill her first.",8,3,0,59,59,,,
05985,Akane,Trial 3,"Hey, you sure this chick is really the killer?",8,3,0,60,60,,,
05986,Akane,Trial 3,"Hey, Hajime!",8,3,0,61,61,,,
05987,Akane,Trial 3,"Dang, that's a huge deal!",8,3,0,62,62,,,
05988,Akane,Trial 3,Again with the supermarket? That place is a hotspot for criminal goods.,8,3,0,63,63,,,
05989,Akane,Trial 3,"Hey, you're taking too long! What's wrong with the rope being frayed?",8,3,0,64,64,,,
05990,Akane,Trial 3,That's basically the same thing.,8,3,0,65,65,,,
05991,Akane,Trial 3,Mikan nursed me til I got better. There's no way I'm gonna doubt her.,8,3,0,66,66,,,
05992,Akane,Trial 3,Huh?,8,3,0,67,67,,,
05993,Akane,Trial 3,S-so Mikan volunteered to nurse us cause she was planning to do this all along?,8,3,0,68,68,,,
05994,Akane,Trial 3,You're freaking annoying! If you keep talking I'm seriously gonna beat you up!,8,3,0,69,69,,,
05995,Akane,Trial 3,S-stop it already! That's enough!,8,3,0,70,70,,,
05996,Akane,Trial 3,O-!,8,3,0,71,71,,,
05997,Akane,Trial 3,Y-you doubt your friends?,8,3,0,72,72,,,
05998,Akane,Trial 3,Wh-what the hell does that mean?,8,3,0,73,73,,,
05999,Akane,Trial 3,Huh?,8,3,0,74,74,,,
06000,Akane,Trial 3,D-don't say deep stuff. I... don't really get it.,8,3,0,75,75,,,
06001,Akane,Trial 3,Tch...,8,3,0,76,76,,,
06002,Akane,Trial 3,"Fine, do whatever you want. I won't stop you anymore.",8,3,0,77,77,,,
06003,Akane,Trial 3,O-!,8,3,0,78,78,,,
06004,Akane,Trial 3,Are... you serious?,8,3,0,79,79,,,
06005,Akane,Trial 3,"Is it true, Mikan? Did you kill Hiyoko and Ibuki?",8,3,0,80,80,,,
06006,Akane,Trial 3,This... chick. Has she lost it for good?,8,3,0,81,81,,,
06007,Akane,Trial 4,I'm here today because Coach Nekomaru risked his life to protect me.,8,4,0,1,1,,,
06008,Akane,Trial 4,I'm gonna be the one who avenges him. I'll definitely find out who the killer is!,8,4,0,2,2,,,
06009,Akane,Trial 4,"I-I'm definitely not tempted by curry, got it?",8,4,0,3,3,,,
06010,Akane,Trial 4,"With legs like those, I could probably do the splits real easy!",8,4,0,4,4,,,
06011,Akane,Trial 4,"Forget these boring intros, let's talk about the killer!",8,4,0,5,5,,,
06012,Akane,Trial 4,"Anyway, it's definitely someone from Strawberry House.",8,4,0,6,6,,,
06013,Akane,Trial 4,There's no way a chick would kill someone so cruelly! So it must be one of you Strawberry House dudes.,8,4,0,7,7,,,
06014,Akane,Trial 4,One of you better hurry up and confess! Or I'll break all of you in half!,8,4,0,8,8,,,
06015,Akane,Trial 4,"That pillar, huh?",8,4,0,9,9,,,
06016,Akane,Trial 4,"You're pretty insightful, Baby Gangster!",8,4,0,10,10,,,
06017,Akane,Trial 4,Then that pillar is the weapon! Coach Nekomaru got clobbered with that pillar!,8,4,0,11,11,,,
06018,Akane,Trial 4,Wh-why?,8,4,0,12,12,,,
06019,Akane,Trial 4,"Yeah, that pillar was pretty freakin' heavy.",8,4,0,13,13,,,
06020,Akane,Trial 4,But there's one dude who coulda lifted that pillar.,8,4,0,14,14,,,
06021,Akane,Trial 4,"Coach Nekomaru's robot body! With that dude's super strength, lifting a pillar would be real easy.",8,4,0,15,15,,,
06022,Akane,Trial 4,"Don't be stupid, he ain't the type to commit suicide!",8,4,0,16,16,,,
06023,Akane,Trial 4,Gh-!,8,4,0,17,17,,,
06024,Akane,Trial 4,"Well, I guess you're right...",8,4,0,18,18,,,
06025,Akane,Trial 4,Huh? For reals?,8,4,0,19,19,,,
06026,Akane,Trial 4,I see! So my gut was right after all.,8,4,0,20,20,,,
06027,Akane,Trial 4,"Alright, it's up to you, Sonia. Proof that pillar was the murder weapon!",8,4,0,21,21,,,
06028,Akane,Trial 4,"Sonia, you go girl!",8,4,0,22,22,,,
06029,Akane,Trial 4,"Hehe, I'm getting hella excited!",8,4,0,23,23,,,
06030,Akane,Trial 4,If they didn't tip it over then how did the killer murder Nekomaru with that pillar?,8,4,0,24,24,,,
06031,Akane,Trial 4,Th-there's no way I can let it go! I'm positive that Nekomaru got killed by that pillar!,8,4,0,25,25,,,
06032,Akane,Trial 4,I just... have a feeling.,8,4,0,26,26,,,
06033,Akane,Trial 4,Who cares? Just tell us how the pillar was used to kill!,8,4,0,27,27,,,
06034,Akane,Trial 4,Huh? The secret of the Funhouse?,8,4,0,28,28,,,
06035,Akane,Trial 4,It's weird to say they're both the same place...,8,4,0,29,29,,,
06036,Akane,Trial 4,"...I mean, the walls are different colors!",8,4,0,30,30,,,
06037,Akane,Trial 4,And the designs on the floor are also different.,8,4,0,31,31,,,
06038,Akane,Trial 4,So what really happened? Does that mean the two towers aren't the same building?,8,4,0,32,32,,,
06039,Akane,Trial 4,"Yeah, the e-Handbook was still there. That's why we thought the two towers were the same building.",8,4,0,33,33,,,
06040,Akane,Trial 4,But how do we know your hint is any good? It's suspicious that you're the only one who knows it.,8,4,0,34,34,,,
06041,Akane,Trial 4,"Umm, Strawberry House is four-sided and Grape House is six-sided, right?",8,4,0,35,35,,,
06042,Akane,Trial 4,You mean a fake body?,8,4,0,36,36,,,
06043,Akane,Trial 4,The body moved to a different floor!?,8,4,0,37,37,,,
06044,Akane,Trial 4,"Where the hell is this elevator, anyway?",8,4,0,38,38,,,
06045,Akane,Trial 4,"I see, we were basically waiting for the room to arrive just like an elevator!",8,4,0,39,39,,,
06046,Akane,Trial 4,Only the floor moved?,8,4,0,40,40,,,
06047,Akane,Trial 4,"Then, where do the differen floors lead?",8,4,0,41,41,,,
06048,Akane,Trial 4,I don't get it. But I guess it means whoever designed that building had a totally twisted personality.,8,4,0,42,42,,,
06049,Akane,Trial 4,Why?,8,4,0,43,43,,,
06050,Akane,Trial 4,"So we're done with the secret of the Funhouse, right? Then let's start talking about the important stuff!",8,4,0,44,44,,,
06051,Akane,Trial 4,What's the Ultimate Weapon that killed Nekomaru? And how'd they combine it with the pillar?,8,4,0,45,45,,,
06052,Akane,Trial 4,Then the Ultimate Weapon was there too?,8,4,0,46,46,,,
06053,Akane,Trial 4,Re...tract?,8,4,0,47,47,,,
06054,Akane,Trial 4,"It's fine, let's just leave him alone and find out who killed Coach Nekomaru as fast as we can!",8,4,0,48,48,,,
06055,Akane,Trial 4,"Just so you know, it's not like I'm getting hungry or anything, y'know?",8,4,0,49,49,,,
06056,Akane,Trial 4,Are you saying they pushed him off? Where'd they push him off from?,8,4,0,50,50,,,
06057,Akane,Trial 4,It might be possible in the tower.,8,4,0,51,51,,,
06058,Akane,Trial 4,You could push him off the fourth floor while the elevator is on the first floor!,8,4,0,52,52,,,
06059,Akane,Trial 4,"Hmm, but my gut is going crazy right now.",8,4,0,53,53,,,
06060,Akane,Trial 4,When the elvator is on the first floor...,8,4,0,54,54,,,
06061,Akane,Trial 4,"...you can't go through the door on the fourth floor, huh...",8,4,0,55,55,,,
06062,Akane,Trial 4,Isn't it about time we went over the pillar again?,8,4,0,56,56,,,
06063,Akane,Trial 4,"But Nekomaru didn't fall because the wire came off, right?",8,4,0,57,57,,,
06064,Akane,Trial 4,"Finally, the pillar!",8,4,0,58,58,,,
06065,Akane,Trial 4,"See, I told you the pillar was the weapon! My gut was totally right!",8,4,0,59,59,,,
06066,Akane,Trial 4,"Hold on, Baby Gangster!",8,4,0,60,60,,,
06067,Akane,Trial 4,What'd you just say? Did you say the alarm was set for 7:30 AM?,8,4,0,61,61,,,
06068,Akane,Trial 4,"Nah, that's impossible.",8,4,0,62,62,,,
06069,Akane,Trial 4,"Cuz, even though I slept in a little I still got to the tower at 7 in the morning.",8,4,0,63,63,,,
06070,Akane,Trial 4,And if we found Nekomaru's body there it would've been before the 7:30 alarm went off.,8,4,0,64,64,,,
06071,Akane,Trial 4,Th-that's what I wanna know!,8,4,0,65,65,,,
06072,Akane,Trial 4,The killer probably did some tamperin'!,8,4,0,66,66,,,
06073,Akane,Trial 4,They probably messed with the clock inside Nekomaru's chest!,8,4,0,67,67,,,
06074,Akane,Trial 4,That's gotta be it!,8,4,0,68,68,,,
06075,Akane,Trial 4,So you're saying there's no way the killer could've tampered with the clock?,8,4,0,69,69,,,
06076,Akane,Trial 4,I never misunderstand! I'll crush you into dog food!,8,4,0,70,70,,,
06077,Akane,Trial 4,"Now's not the time to be please. More importantly, how much was the time off?",8,4,0,71,71,,,
06078,Akane,Trial 4,He's not the type to let out a scream!,8,4,0,72,72,,,
06079,Akane,Trial 4,I thought it was just an earthquake so I went back to sleep! Was that the sound from when Nekomaru fell?,8,4,0,73,73,,,
06080,Akane,Trial 4,I heard that sound... probably around 5:30 in the morning.,8,4,0,74,74,,,
06081,Akane,Trial 4,"I instantly woke up and left my room, and that's when I saw the clock in the lounge.",8,4,0,75,75,,,
06082,Akane,Trial 4,T-two hours? That much?,8,4,0,76,76,,,
06083,Akane,Trial 4,Really? Was there anyone who didn't have an alibi at that time?,8,4,0,77,77,,,
06084,Akane,Trial 4,Who is it? Who's the bastard?,8,4,0,78,78,,,
06085,Akane,Trial 4,"If you don't hurry up and answer, I'm gonna suicide-dive you!",8,4,0,79,79,,,
06086,Akane,Trial 4,Couldn't hear it? What does that mean?,8,4,0,80,80,,,
06087,Akane,Trial 4,H-hold on a sec! Why does that lead to who the killer is?,8,4,0,81,81,,,
06088,Akane,Trial 4,But why'd you come out? You should've hid until the excitement died down.,8,4,0,82,82,,,
06089,Akane,Trial 4,Huh?,8,4,0,83,83,,,
06090,Akane,Trial 4,And what's wrong with that?,8,4,0,84,84,,,
06091,Akane,Trial 4,Or there was a secret passageway...,8,4,0,85,85,,,
06092,Akane,Trial 4,"Meaning, the third floor and the fourth floor are actually connected!",8,4,0,86,86,,,
06093,Akane,Trial 4,"Th-that might be true, but...",8,4,0,87,87,,,
06094,Akane,Trial 4,I don't understand anything. What does that mean?,8,4,0,88,88,,,
06095,Akane,Trial 4,It's not easy to get the drop on Coach Nekomaru!,8,4,0,89,89,,,
06096,Akane,Trial 4,Stop... Stop it already...,8,4,0,90,90,,,
06097,Akane,Trial 4,Stop using weird words to avoid the truth...,8,4,0,91,91,,,
06098,Akane,Trial 4,Or I'll freaking kill you myself!,8,4,0,92,92,,,
06099,Akane,Trial 5,So that's why he was so beat up!,8,5,0,1,1,,,
06100,Akane,Trial 5,"If so, the suspect...",8,5,0,2,2,,,
06101,Akane,Trial 5,...is whoever found the bomb first!,8,5,0,3,3,,,
06102,Akane,Trial 5,Who cares about the duct tape? We might as well settle this with Rock-Paper-Scissors...,8,5,0,4,4,,,
06103,Akane,Trial 5,"If so, it's freakin' crazy! Did they go psycho or something?",8,5,0,5,5,,,
06104,Akane,Trial 5,Hmm? The warehouse fire was for destroying evidence?,8,5,0,6,6,,,
06105,Akane,Trial 5,"Yeah, and right after I opened the warehouse door the flames started burning from the very back!",8,5,0,7,7,,,
06106,Akane,Trial 5,Some kind of setup? Like what?,8,5,0,8,8,,,
06107,Akane,Trial 5,They probably just thre the lighter!,8,5,0,9,9,,,
06108,Akane,Trial 5,Maybe they used invisible thread!,8,5,0,10,10,,,
06109,Akane,Trial 5,A domino effect. You mean those tiles kids play with by lining them up and tipping them over?,8,5,0,11,11,,,
06110,Akane,Trial 5,That's it! So the strange sound was actually the sound of the panels falling!,8,5,0,12,12,,,
06111,Akane,Trial 5,"Ahh, so the door was being blocked by a Monokuma panel!",8,5,0,13,13,,,
06112,Akane,Trial 5,"Because the panel was blocking it, right?",8,5,0,14,14,,,
06113,Akane,Trial 5,Does that mean they were hiding in sight?,8,5,0,15,15,,,
06114,Akane,Trial 5,"Wh-why'd you bring him up? He's the victim, y'know?",8,5,0,16,16,,,
06115,Akane,Trial 5,Huh?,8,5,0,17,17,,,
06116,Akane,Trial 5,How about if you use your teeth?,8,5,0,18,18,,,
06117,Akane,Trial 5,Or if you use your front tail?,8,5,0,19,19,,,
06118,Akane,Trial 5,"Hajime, that's awesome! I'll let ya cop a feel if you want!",8,5,0,20,20,,,
06119,Akane,Trial 5,"Fine, I just gotta get a Benjamin from him before I let him touch me, right?",8,5,0,21,21,,,
06120,Akane,Trial 5,"Hajime, you-you tricked me! Give me back that Benjamin!",8,5,0,22,22,,,
06121,Akane,Trial 5,"If it's something lame, I'll make you give back the Benjamin with 10,000% interest!",8,5,0,23,23,,,
06122,Akane,Trial 5,Is he a throwing knife expert?,8,5,0,24,24,,,
06123,Akane,Trial 5,Propped it onto what?,8,5,0,25,25,,,
06124,Akane,Trial 5,"But for a moment, I seriously thought Monokuma died or something...",8,5,0,26,26,,,
06125,Akane,Trial 5,"Then, he probably took the spear first and as he endured the pain he stabbed the knife into his right hand!",8,5,0,27,27,,,
06126,Akane,Trial 5,So you're saying it's impossible.,8,5,0,28,28,,,
06127,Akane,Trial 5,You don't know.,8,5,0,29,29,,,
06128,Akane,Trial 5,He used his teeth?,8,5,0,30,30,,,
06129,Akane,Trial 5,Or maybe he used his front tail!,8,5,0,31,31,,,
06130,Akane,Trial 5,I know guys have tails that get hard when they're grabbed!,8,5,0,32,32,,,
06131,Akane,Trial 5,"When the blood splattered, that's as far as it reached, right?",8,5,0,33,33,,,
06132,Akane,Trial 5,"Like you said, it looks like an unnatrual bloodstain but... What's wrong with that?",8,5,0,34,34,,,
06133,Akane,Trial 5,Was he grabbin' his front tail?,8,5,0,35,35,,,
06134,Akane,Trial 5,"At times like this, you should always strike from a good angle. Just like fixing an old TV!",8,5,0,36,36,,,
06135,Akane,Trial 5,"Ah, you're right! So this is the part Nagito was gripping, huh...",8,5,0,37,37,,,
06136,Akane,Trial 5,And then... the blood that was supposed to end up here...,8,5,0,38,38,,,
06137,Akane,Trial 5,...ended up getting on Nagito's left hand!,8,5,0,39,39,,,
06138,Akane,Trial 5,Hmm...,8,5,0,40,40,,,
06139,Akane,Trial 5,That's a long plan name.,8,5,0,41,41,,,
06140,Akane,Trial 5,So you're saying he needed to use that spear to pull off his trick.,8,5,0,42,42,,,
06141,Akane,Trial 5,"Did he put the duct tape on his mouth, too?",8,5,0,43,43,,,
06142,Akane,Trial 5,Did he want us to die that bad?,8,5,0,44,44,,,
06143,Akane,Trial 5,"Hmm, that should be okay, right? Right?",8,5,0,45,45,,,
06144,Akane,Trial 5,"No, I agree that Nagito killed himself but... I feel like there's something that doesn't make sense.",8,5,0,46,46,,,
06145,Akane,Trial 5,It's probably just my imagination...,8,5,0,47,47,,,
06146,Akane,Trial 5,"Well, there's no doubt Nagito's death was a suicide. Oh well, I guess my gut is wrong sometimes.",8,5,0,48,48,,,
06147,Akane,Trial 5,"H-hey, what do you mean it's not about who the traitor is? What kinda mystery is left?",8,5,0,49,49,,,
06148,Akane,Trial 5,"Well, Monokuma?",8,5,0,50,50,,,
06149,Akane,Trial 5,Are you sticking up for him?,8,5,0,51,51,,,
06150,Akane,Trial 5,"Hey Monokuma, you heard us! The voting is gonna have to wait!",8,5,0,52,52,,,
06151,Akane,Trial 5,"So if we're working together, where do we start? With the cause of death missing from the Monokuma File?",8,5,0,53,53,,,
06152,Akane,Trial 5,"Then let's bring up whatever we can think of, one after the other! That might clear some things up!",8,5,0,54,54,,,
06153,Akane,Trial 5,If it's something that can't be seen...,8,5,0,55,55,,,
06154,Akane,Trial 5,...maybe he choked himself with a sleeper hold...,8,5,0,56,56,,,
06155,Akane,Trial 5,...or liquified his guts with a body blow!,8,5,0,57,57,,,
06156,Akane,Trial 5,Poison?,8,5,0,58,58,,,
06157,Akane,Trial 5,"His left hand was tied up and gripping the spear, and his right hand had a knife stuck in it!",8,5,0,59,59,,,
06158,Akane,Trial 5,And this is when the hard tail appears!,8,5,0,60,60,,,
06159,Akane,Trial 5,Poison gas! Then all he had to do was breathe it in through his nose!,8,5,0,61,61,,,
06160,Akane,Trial 5,The poison gas disappeared because of the sprinklers? It wasn't the fire?,8,5,0,62,62,,,
06161,Akane,Trial 5,"But Nagito was laying down so he must've breathed in a whole bunch of it, huh?",8,5,0,63,63,,,
06162,Akane,Trial 5,"Nagito inhaled the poison he prepared and died. Yeah, that still sounds like a suicide.",8,5,0,64,64,,,
06163,Akane,Trial 5,Anything that looked like poison?,8,5,0,65,65,,,
06164,Akane,Trial 5,He can't carry around poison without putting it in a container?,8,5,0,66,66,,,
06165,Akane,Trial 5,So that's why you mentioned an accomplice!,8,5,0,67,67,,,
06166,Akane,Trial 5,"Ah, you're right! You're totally right! That's totally it!",8,5,0,68,68,,,
06167,Akane,Trial 5,"It's fine, okay? There's some things we're better off not knowing.",8,5,0,69,69,,,
06168,Akane,Trial 5,"Then we probably just didn't notice it. Like, maybe the container was hiding with the fire grenade fragments.",8,5,0,70,70,,,
06169,Akane,Trial 5,Wh-! He used one of the fire grenade canisters?,8,5,0,71,71,,,
06170,Akane,Trial 5,That bastard! He totally knew we were gonna throw those fire grenades.,8,5,0,72,72,,,
06171,Akane,Trial 5,"You just have to peel off that seal and swap the insides, right?",8,5,0,73,73,,,
06172,Akane,Trial 5,You found the aluminum seal under Nagito's bed?,8,5,0,74,74,,,
06173,Akane,Trial 5,Y-you're right!,8,5,0,75,75,,,
06174,Akane,Trial 5,If the canister wasnt thrown away then that just means there wasn't an accomplice after all.,8,5,0,76,76,,,
06175,Akane,Trial 5,"Hey, what are you plannin' to say now?",8,5,0,77,77,,,
06176,Akane,Trial 5,H-hold on a sec! Then Nagito was...,8,5,0,78,78,,,
06177,Akane,Trial 5,Th-then who killed Nagito?,8,5,0,79,79,,,
06178,Akane,Trial 5,"Hey, how many times are you gonna ask the same damn question?",8,5,0,80,80,,,
06179,Akane,Trial 5,"S-seriously, I'm asking you who threw it.",8,5,0,81,81,,,
06180,Akane,Trial 5,But... What should we do? How can we even figure out who the killer is?,8,5,0,82,82,,,
06181,Akane,Trial 5,I-impossible?,8,5,0,83,83,,,
06182,Akane,Trial 5,R-really?,8,5,0,84,84,,,
06183,Akane,Trial 5,"How about it, Chiaki? Will that help you figure out who the killer is?",8,5,0,85,85,,,
06184,Akane,Trial 5,A target? Who?,8,5,0,86,86,,,
06185,Akane,Trial 5,So he was... Just bluffin'!,8,5,0,87,87,,,
06186,Akane,Trial 5,"But if he just wanted to out the traitor, he didn't have to go this far and make that person the killer!",8,5,0,88,88,,,
06187,Akane,Trial 5,Dammit! We're all in a huge bind cuz of that.,8,5,0,89,89,,,
06188,Akane,Trial 5,If we don't then we'd just be relying on our luck when we cast our votes.,8,5,0,90,90,,,
06189,Akane,Trial 5,"Hey, what are you saying sorry for?",8,5,0,91,91,,,
06190,Akane,Trial 5,H-hold on! We're not satisfied yet!,8,5,0,92,92,,,
06191,Akane,Trial 5,Don't tell me! Is that where the traitor's true identity is written?,8,5,0,93,93,,,
06192,Akane,Trial 5,You know?,8,5,0,94,94,,,
06193,Akane,Trial 5,Then the one who wrote this is...,8,5,0,95,95,,,
06194,Akane,Trial 5,I-I'm not satisfied either.,8,5,0,96,96,,,
06195,Akane,Trial 5,"I mean, if you are the traitor there's no way you'd do something so stupid when we found the bomb.",8,5,0,97,97,,,
06196,Akane,Trial 5,That doesn't make any sense! A traitor would be more cautious than that!,8,5,0,98,98,,,
06197,Akane,Trial 5,If she's a traitor she would've been more cautious.,8,5,0,99,99,,,
06198,Akane,Trial 5,There's no way I can believe in Nagito.,8,5,0,100,100,,,
06199,Akane,Trial 5,Pfft.,8,5,0,101,101,,,
06200,Akane,Trial 5,Dammit!,8,5,0,102,102,,,
06201,Akane,Trial 6,...,8,6,0,1,1,,,
06202,Akane,Trial 6,A-are you freakin' serious?,8,6,0,2,2,,,
06203,Akane,Trial 6,We're the only people here.,8,6,0,3,3,,,
06204,Akane,Trial 6,Just... Just stop. There's no way... There's no way I'm gonna believe that.,8,6,0,4,4,,,
06205,Akane,Trial 6,D-don't talk like that!,8,6,0,5,5,,,
06206,Akane,Trial 6,Like we're made from memories of the past... Like we're avatars... Like this is a game world.,8,6,0,6,6,,,
06207,Akane,Trial 6,How'd we end up talking about sci-fi crap? I'll never believe it!,8,6,0,7,7,,,
06208,Akane,Trial 6,What game world?,8,6,0,8,8,,,
06209,Akane,Trial 6,What avatar?,8,6,0,9,9,,,
06210,Akane,Trial 6,I'm a human being with a real body!,8,6,0,10,10,,,
06211,Akane,Trial 6,L-like an adult? What does that mean?,8,6,0,11,11,,,
06212,Akane,Trial 6,So... does that mean our memory loss is another one of Monokuma's lies?,8,6,0,12,12,,,
06213,Akane,Trial 6,I... can feel my heartbeat. And I know what I smell like!,8,6,0,13,13,,,
06214,Akane,Trial 6,So what do you call these things I'm feeling? Are you saying these are all lies?,8,6,0,14,14,,,
06215,Akane,Trial 6,Then... The Jabberwock Island we've been living on...,8,6,0,15,15,,,
06216,Akane,Trial 6,"I-if everything's a lie, then what should we believe?",8,6,0,16,16,,,
06217,Akane,Trial 6,"Oh yeah, just cuz they died in the virtual world doesn't mean they died in real life.",8,6,0,17,17,,,
06218,Akane,Trial 6,Future Foundation?,8,6,0,18,18,,,
06219,Akane,Trial 6,The people from the Future Foundation made us play this sick game? Everything was their doing?,8,6,0,19,19,,,
06220,Akane,Trial 6,I see. So our real enemy is the Future Foundation!,8,6,0,20,20,,,
06221,Akane,Trial 6,Then the enemy is the Future Foundation!,8,6,0,21,21,,,
06222,Akane,Trial 6,"I mean, a group that would make a killing game...",8,6,0,22,22,,,
06223,Akane,Trial 6,...there's no way they're good guys!,8,6,0,23,23,,,
06224,Akane,Trial 6,Th-then... why is there killing going on?,8,6,0,24,24,,,
06225,Akane,Trial 6,"Hey, don't change the subject!",8,6,0,25,25,,,
06226,Akane,Trial 6,NPC? What's that?,8,6,0,26,26,,,
06227,Akane,Trial 6,Huh? Another observer?,8,6,0,27,27,,,
06228,Akane,Trial 6,Th-then... she wasn't human?,8,6,0,28,28,,,
06229,Akane,Trial 6,Huh? Our true identities?,8,6,0,29,29,,,
06230,Akane,Trial 6,Th-that's gotta be a lie!,8,6,0,30,30,,,
06231,Akane,Trial 6,Her?,8,6,0,31,31,,,
06232,Akane,Trial 6,We're being tricked!,8,6,0,32,32,,,
06233,Akane,Trial 6,We're being tricked by the Future Foundation!,8,6,0,33,33,,,
06234,Akane,Trial 6,I-I don't get this at all!,8,6,0,34,34,,,
06235,Akane,Trial 6,Save? You'll save us?,8,6,0,35,35,,,
06236,Akane,Trial 6,So you're saying they'll never wake up!,8,6,0,36,36,,,
06237,Akane,Trial 6,"Hey, why do you gotta ask something like that?",8,6,0,37,37,,,
06238,Akane,Trial 6,Wh-what are you saying?,8,6,0,38,38,,,
06239,Akane,Trial 6,Haven't we been working this hard just to escape from here?,8,6,0,39,39,,,
06240,Akane,Trial 6,You're asking that now?,8,6,0,40,40,,,
06241,Akane,Trial 6,If we don't get out of here now then what was everything we've done up til now even for?,8,6,0,41,41,,,
06242,Akane,Trial 6,Did you get scared like Sonia?,8,6,0,42,42,,,
06243,Akane,Trial 6,"Hold on, we'll deal with that later!",8,6,0,43,43,,,
06244,Akane,Trial 6,"Hey, Monokuma! Those clues we found were all real, right?",8,6,0,44,44,,,
06245,Akane,Trial 6,Found out? Then you're...,8,6,0,45,45,,,
06246,Akane,Trial 6,"Hey, if you know what's good for you, you better hurry the hell up an confess!",8,6,0,46,46,,,
06247,Akane,Trial 6,"I'll beat ya half to death if you tell us now. But if you don't spit it out soon, I'm just gonna kill ya!",8,6,0,47,47,,,
06248,Akane,Trial 6,You better not be bluffin'! I'm gonna beat the crap outta you and pull all your stuffing out!,8,6,0,48,48,,,
06249,Akane,Trial 6,Sh-she's huge! She's way too huge!,8,6,0,49,49,,,
06250,Akane,Trial 6,H-hell no!,8,6,0,50,50,,,
06251,Akane,Trial 6,So you're not gonna tell us until we answer that?,8,6,0,51,51,,,
06252,Akane,Trial 6,I-it was just for show?,8,6,0,52,52,,,
06253,Akane,Trial 6,"Well, if a high school girl can get huge, then it's not crazy if the dead can come back to life, right?",8,6,0,53,53,,,
06254,Akane,Trial 6,"Of course! We've been working toward that goal for like, forever!",8,6,0,54,54,,,
06255,Akane,Trial 6,"So, we just have to press ""Graduate"", right?",8,6,0,55,55,,,
06256,Akane,Trial 6,Who do we trust?,8,6,0,56,56,,,
06257,Akane,Trial 6,They're gonna be taken over by Junko?,8,6,0,57,57,,,
06258,Akane,Trial 6,So you made us kill each other cuz you couldn't kill us yourself.,8,6,0,58,58,,,
06259,Akane,Trial 6,M-mass suicide? What's she talking about?,8,6,0,59,59,,,
06260,Akane,Trial 6,Does that mean we gotta stay here to keep her from getting out?,8,6,0,60,60,,,
06261,Akane,Trial 6,H-hidden command?,8,6,0,61,61,,,
06262,Akane,Trial 6,B-Byakuya! You're alive! But you're so... skinny now. I feel so bad for you...,8,6,0,62,62,,,
06263,Akane,Trial 6,"""Chump""! You said it again!",8,6,0,63,63,,,
06264,Akane,Trial 6,Does that mean we'll completely forget everything we did on this island? I don't want that!,8,6,0,64,64,,,
06265,Akane,Trial 6,Huh?,8,6,0,65,65,,,
06266,Akane,Trial 6,"Y-you called us ""chumps"" again!",8,6,0,66,66,,,
06267,Akane,Trial 6,So you guys were watching us? Then why didn't you come rescue us earlier?,8,6,0,67,67,,,
06268,Akane,Trial 6,"I mean, she's been badmouthing us this whole time!",8,6,0,68,68,,,
06269,Akane,Trial 6,Mastermind? Someone else is coming?,8,6,0,69,69,,,
